"id","make","model","year","color","engine_type","transmission","fuel_type","mileage","price","owner_name","registration_number","insurance_valid_till","service_due_date","number_of_doors","seating_capacity","gps_enabled","bluetooth_enabled","sunroof","air_conditioning"
1876,"Make_1876","Model_1876",2011,"Blue","Engine_4","Automatic","Diesel",13132,"18911.00","Owner_1876","MH1876XYZ","2025-10-10","2026-01-08",3,5,True,False,True,False
1877,"Make_1877","Model_1877",2012,"Black","Engine_5","Manual","Electric",13139,"18915.75","Owner_1877","MH1877XYZ","2025-10-11","2026-01-09",4,6,False,False,False,False
1878,"Make_1878","Model_1878",2013,"White","Engine_0","Automatic","Petrol",13146,"18920.50","Owner_1878","MH1878XYZ","2025-10-12","2026-01-10",2,4,True,True,False,False
1879,"Make_1879","Model_1879",2014,"Silver","Engine_1","Manual","Diesel",13153,"18925.25","Owner_1879","MH1879XYZ","2025-10-13","2026-01-11",3,5,False,False,False,False
1880,"Make_1880","Model_1880",2015,"Red","Engine_2","Automatic","Electric",13160,"18930.00","Owner_1880","MH1880XYZ","2025-10-14","2026-01-12",4,6,True,False,True,True
1881,"Make_1881","Model_1881",2016,"Blue","Engine_3","Manual","Petrol",13167,"18934.75","Owner_1881","MH1881XYZ","2025-10-15","2026-01-13",2,4,False,True,False,False
1882,"Make_1882","Model_1882",2017,"Black","Engine_4","Automatic","Diesel",13174,"18939.50","Owner_1882","MH1882XYZ","2025-10-16","2026-01-14",3,5,True,False,False,False
1883,"Make_1883","Model_1883",2018,"White","Engine_5","Manual","Electric",13181,"18944.25","Owner_1883","MH1883XYZ","2025-10-17","2026-01-15",4,6,False,False,False,False
1884,"Make_1884","Model_1884",2019,"Silver","Engine_0","Automatic","Petrol",13188,"18949.00","Owner_1884","MH1884XYZ","2025-10-18","2026-01-16",2,4,True,True,True,False
1885,"Make_1885","Model_1885",2020,"Red","Engine_1","Manual","Diesel",13195,"18953.75","Owner_1885","MH1885XYZ","2025-10-19","2026-01-17",3,5,False,False,False,True
1886,"Make_1886","Model_1886",2021,"Blue","Engine_2","Automatic","Electric",13202,"18958.50","Owner_1886","MH1886XYZ","2025-10-20","2026-01-18",4,6,True,False,False,False
1887,"Make_1887","Model_1887",2022,"Black","Engine_3","Manual","Petrol",13209,"18963.25","Owner_1887","MH1887XYZ","2025-10-21","2026-01-19",2,4,False,True,False,False
1888,"Make_1888","Model_1888",2023,"White","Engine_4","Automatic","Diesel",13216,"18968.00","Owner_1888","MH1888XYZ","2025-10-22","2026-01-20",3,5,True,False,True,False
1889,"Make_1889","Model_1889",2024,"Silver","Engine_5","Manual","Electric",13223,"18972.75","Owner_1889","MH1889XYZ","2025-10-23","2026-01-21",4,6,False,False,False,False
1890,"Make_1890","Model_1890",1990,"Red","Engine_0","Automatic","Petrol",13230,"18977.50","Owner_1890","MH1890XYZ","2025-10-24","2026-01-22",2,4,True,True,False,True
1891,"Make_1891","Model_1891",1991,"Blue","Engine_1","Manual","Diesel",13237,"18982.25","Owner_1891","MH1891XYZ","2025-10-25","2026-01-23",3,5,False,False,False,False
1892,"Make_1892","Model_1892",1992,"Black","Engine_2","Automatic","Electric",13244,"18987.00","Owner_1892","MH1892XYZ","2025-10-26","2026-01-24",4,6,True,False,True,False
1893,"Make_1893","Model_1893",1993,"White","Engine_3","Manual","Petrol",13251,"18991.75","Owner_1893","MH1893XYZ","2025-10-27","2026-01-25",2,4,False,True,False,False
1894,"Make_1894","Model_1894",1994,"Silver","Engine_4","Automatic","Diesel",13258,"18996.50","Owner_1894","MH1894XYZ","2025-10-28","2026-01-26",3,5,True,False,False,False
1895,"Make_1895","Model_1895",1995,"Red","Engine_5","Manual","Electric",13265,"19001.25","Owner_1895","MH1895XYZ","2025-10-29","2026-01-27",4,6,False,False,False,True
1896,"Make_1896","Model_1896",1996,"Blue","Engine_0","Automatic","Petrol",13272,"19006.00","Owner_1896","MH1896XYZ","2025-10-30","2026-01-28",2,4,True,True,True,False
1897,"Make_1897","Model_1897",1997,"Black","Engine_1","Manual","Diesel",13279,"19010.75","Owner_1897","MH1897XYZ","2025-10-31","2026-01-29",3,5,False,False,False,False
1898,"Make_1898","Model_1898",1998,"White","Engine_2","Automatic","Electric",13286,"19015.50","Owner_1898","MH1898XYZ","2025-11-01","2026-01-30",4,6,True,False,False,False
1899,"Make_1899","Model_1899",1999,"Silver","Engine_3","Manual","Petrol",13293,"19020.25","Owner_1899","MH1899XYZ","2025-11-02","2026-01-31",2,4,False,True,False,False
1900,"Make_1900","Model_1900",2000,"Red","Engine_4","Automatic","Diesel",13300,"19025.00","Owner_1900","MH1900XYZ","2025-11-03","2026-02-01",3,5,True,False,True,True
1901,"Make_1901","Model_1901",2001,"Blue","Engine_5","Manual","Electric",13307,"19029.75","Owner_1901","MH1901XYZ","2025-11-04","2026-02-02",4,6,False,False,False,False
1902,"Make_1902","Model_1902",2002,"Black","Engine_0","Automatic","Petrol",13314,"19034.50","Owner_1902","MH1902XYZ","2025-11-05","2026-02-03",2,4,True,True,False,False
1903,"Make_1903","Model_1903",2003,"White","Engine_1","Manual","Diesel",13321,"19039.25","Owner_1903","MH1903XYZ","2025-11-06","2026-02-04",3,5,False,False,False,False
1904,"Make_1904","Model_1904",2004,"Silver","Engine_2","Automatic","Electric",13328,"19044.00","Owner_1904","MH1904XYZ","2025-11-07","2026-02-05",4,6,True,False,True,False
1905,"Make_1905","Model_1905",2005,"Red","Engine_3","Manual","Petrol",13335,"19048.75","Owner_1905","MH1905XYZ","2025-11-08","2026-02-06",2,4,False,True,False,True
1906,"Make_1906","Model_1906",2006,"Blue","Engine_4","Automatic","Diesel",13342,"19053.50","Owner_1906","MH1906XYZ","2025-11-09","2026-02-07",3,5,True,False,False,False
1907,"Make_1907","Model_1907",2007,"Black","Engine_5","Manual","Electric",13349,"19058.25","Owner_1907","MH1907XYZ","2025-11-10","2026-02-08",4,6,False,False,False,False
1908,"Make_1908","Model_1908",2008,"White","Engine_0","Automatic","Petrol",13356,"19063.00","Owner_1908","MH1908XYZ","2025-11-11","2026-02-09",2,4,True,True,True,False
1909,"Make_1909","Model_1909",2009,"Silver","Engine_1","Manual","Diesel",13363,"19067.75","Owner_1909","MH1909XYZ","2025-11-12","2026-02-10",3,5,False,False,False,False
1910,"Make_1910","Model_1910",2010,"Red","Engine_2","Automatic","Electric",13370,"19072.50","Owner_1910","MH1910XYZ","2025-11-13","2026-02-11",4,6,True,False,False,True
1911,"Make_1911","Model_1911",2011,"Blue","Engine_3","Manual","Petrol",13377,"19077.25","Owner_1911","MH1911XYZ","2025-11-14","2026-02-12",2,4,False,True,False,False
1912,"Make_1912","Model_1912",2012,"Black","Engine_4","Automatic","Diesel",13384,"19082.00","Owner_1912","MH1912XYZ","2025-11-15","2026-02-13",3,5,True,False,True,False
1913,"Make_1913","Model_1913",2013,"White","Engine_5","Manual","Electric",13391,"19086.75","Owner_1913","MH1913XYZ","2025-11-16","2026-02-14",4,6,False,False,False,False
1914,"Make_1914","Model_1914",2014,"Silver","Engine_0","Automatic","Petrol",13398,"19091.50","Owner_1914","MH1914XYZ","2025-11-17","2026-02-15",2,4,True,True,False,False
1915,"Make_1915","Model_1915",2015,"Red","Engine_1","Manual","Diesel",13405,"19096.25","Owner_1915","MH1915XYZ","2025-11-18","2026-02-16",3,5,False,False,False,True
1916,"Make_1916","Model_1916",2016,"Blue","Engine_2","Automatic","Electric",13412,"19101.00","Owner_1916","MH1916XYZ","2025-11-19","2026-02-17",4,6,True,False,True,False
1917,"Make_1917","Model_1917",2017,"Black","Engine_3","Manual","Petrol",13419,"19105.75","Owner_1917","MH1917XYZ","2025-11-20","2026-02-18",2,4,False,True,False,False
1918,"Make_1918","Model_1918",2018,"White","Engine_4","Automatic","Diesel",13426,"19110.50","Owner_1918","MH1918XYZ","2025-11-21","2026-02-19",3,5,True,False,False,False
1919,"Make_1919","Model_1919",2019,"Silver","Engine_5","Manual","Electric",13433,"19115.25","Owner_1919","MH1919XYZ","2025-11-22","2026-02-20",4,6,False,False,False,False
1920,"Make_1920","Model_1920",2020,"Red","Engine_0","Automatic","Petrol",13440,"19120.00","Owner_1920","MH1920XYZ","2025-11-23","2026-02-21",2,4,True,True,True,True
1921,"Make_1921","Model_1921",2021,"Blue","Engine_1","Manual","Diesel",13447,"19124.75","Owner_1921","MH1921XYZ","2025-11-24","2026-02-22",3,5,False,False,False,False
1922,"Make_1922","Model_1922",2022,"Black","Engine_2","Automatic","Electric",13454,"19129.50","Owner_1922","MH1922XYZ","2025-11-25","2026-02-23",4,6,True,False,False,False
1923,"Make_1923","Model_1923",2023,"White","Engine_3","Manual","Petrol",13461,"19134.25","Owner_1923","MH1923XYZ","2025-11-26","2026-02-24",2,4,False,True,False,False
1924,"Make_1924","Model_1924",2024,"Silver","Engine_4","Automatic","Diesel",13468,"19139.00","Owner_1924","MH1924XYZ","2025-11-27","2026-02-25",3,5,True,False,True,False
1925,"Make_1925","Model_1925",1990,"Red","Engine_5","Manual","Electric",13475,"19143.75","Owner_1925","MH1925XYZ","2025-11-28","2026-02-26",4,6,False,False,False,True
1926,"Make_1926","Model_1926",1991,"Blue","Engine_0","Automatic","Petrol",13482,"19148.50","Owner_1926","MH1926XYZ","2025-11-29","2026-02-27",2,4,True,True,False,False
1927,"Make_1927","Model_1927",1992,"Black","Engine_1","Manual","Diesel",13489,"19153.25","Owner_1927","MH1927XYZ","2025-11-30","2026-02-28",3,5,False,False,False,False
1928,"Make_1928","Model_1928",1993,"White","Engine_2","Automatic","Electric",13496,"19158.00","Owner_1928","MH1928XYZ","2025-12-01","2026-03-01",4,6,True,False,True,False
1929,"Make_1929","Model_1929",1994,"Silver","Engine_3","Manual","Petrol",13503,"19162.75","Owner_1929","MH1929XYZ","2025-12-02","2026-03-02",2,4,False,True,False,False
1930,"Make_1930","Model_1930",1995,"Red","Engine_4","Automatic","Diesel",13510,"19167.50","Owner_1930","MH1930XYZ","2025-12-03","2026-03-03",3,5,True,False,False,True
1931,"Make_1931","Model_1931",1996,"Blue","Engine_5","Manual","Electric",13517,"19172.25","Owner_1931","MH1931XYZ","2025-12-04","2026-03-04",4,6,False,False,False,False
1932,"Make_1932","Model_1932",1997,"Black","Engine_0","Automatic","Petrol",13524,"19177.00","Owner_1932","MH1932XYZ","2025-12-05","2026-03-05",2,4,True,True,True,False
1933,"Make_1933","Model_1933",1998,"White","Engine_1","Manual","Diesel",13531,"19181.75","Owner_1933","MH1933XYZ","2025-12-06","2026-03-06",3,5,False,False,False,False
1934,"Make_1934","Model_1934",1999,"Silver","Engine_2","Automatic","Electric",13538,"19186.50","Owner_1934","MH1934XYZ","2025-12-07","2026-03-07",4,6,True,False,False,False
1935,"Make_1935","Model_1935",2000,"Red","Engine_3","Manual","Petrol",13545,"19191.25","Owner_1935","MH1935XYZ","2025-12-08","2026-03-08",2,4,False,True,False,True
1936,"Make_1936","Model_1936",2001,"Blue","Engine_4","Automatic","Diesel",13552,"19196.00","Owner_1936","MH1936XYZ","2025-12-09","2026-03-09",3,5,True,False,True,False
1937,"Make_1937","Model_1937",2002,"Black","Engine_5","Manual","Electric",13559,"19200.75","Owner_1937","MH1937XYZ","2025-12-10","2026-03-10",4,6,False,False,False,False
1938,"Make_1938","Model_1938",2003,"White","Engine_0","Automatic","Petrol",13566,"19205.50","Owner_1938","MH1938XYZ","2025-12-11","2026-03-11",2,4,True,True,False,False
1939,"Make_1939","Model_1939",2004,"Silver","Engine_1","Manual","Diesel",13573,"19210.25","Owner_1939","MH1939XYZ","2025-12-12","2026-03-12",3,5,False,False,False,False
1940,"Make_1940","Model_1940",2005,"Red","Engine_2","Automatic","Electric",13580,"19215.00","Owner_1940","MH1940XYZ","2025-12-13","2026-03-13",4,6,True,False,True,True
1941,"Make_1941","Model_1941",2006,"Blue","Engine_3","Manual","Petrol",13587,"19219.75","Owner_1941","MH1941XYZ","2025-12-14","2026-03-14",2,4,False,True,False,False
1942,"Make_1942","Model_1942",2007,"Black","Engine_4","Automatic","Diesel",13594,"19224.50","Owner_1942","MH1942XYZ","2025-12-15","2026-03-15",3,5,True,False,False,False
1943,"Make_1943","Model_1943",2008,"White","Engine_5","Manual","Electric",13601,"19229.25","Owner_1943","MH1943XYZ","2025-12-16","2026-03-16",4,6,False,False,False,False
1944,"Make_1944","Model_1944",2009,"Silver","Engine_0","Automatic","Petrol",13608,"19234.00","Owner_1944","MH1944XYZ","2025-12-17","2026-03-17",2,4,True,True,True,False
1945,"Make_1945","Model_1945",2010,"Red","Engine_1","Manual","Diesel",13615,"19238.75","Owner_1945","MH1945XYZ","2025-12-18","2026-03-18",3,5,False,False,False,True
1946,"Make_1946","Model_1946",2011,"Blue","Engine_2","Automatic","Electric",13622,"19243.50","Owner_1946","MH1946XYZ","2025-12-19","2026-03-19",4,6,True,False,False,False
1947,"Make_1947","Model_1947",2012,"Black","Engine_3","Manual","Petrol",13629,"19248.25","Owner_1947","MH1947XYZ","2025-12-20","2026-03-20",2,4,False,True,False,False
1948,"Make_1948","Model_1948",2013,"White","Engine_4","Automatic","Diesel",13636,"19253.00","Owner_1948","MH1948XYZ","2025-12-21","2026-03-21",3,5,True,False,True,False
1949,"Make_1949","Model_1949",2014,"Silver","Engine_5","Manual","Electric",13643,"19257.75","Owner_1949","MH1949XYZ","2025-12-22","2026-03-22",4,6,False,False,False,False
1950,"Make_1950","Model_1950",2015,"Red","Engine_0","Automatic","Petrol",13650,"19262.50","Owner_1950","MH1950XYZ","2025-12-23","2026-03-23",2,4,True,True,False,True
1951,"Make_1951","Model_1951",2016,"Blue","Engine_1","Manual","Diesel",13657,"19267.25","Owner_1951","MH1951XYZ","2025-12-24","2026-03-24",3,5,False,False,False,False
1952,"Make_1952","Model_1952",2017,"Black","Engine_2","Automatic","Electric",13664,"19272.00","Owner_1952","MH1952XYZ","2025-12-25","2026-03-25",4,6,True,False,True,False
1953,"Make_1953","Model_1953",2018,"White","Engine_3","Manual","Petrol",13671,"19276.75","Owner_1953","MH1953XYZ","2025-12-26","2026-03-26",2,4,False,True,False,False
1954,"Make_1954","Model_1954",2019,"Silver","Engine_4","Automatic","Diesel",13678,"19281.50","Owner_1954","MH1954XYZ","2025-12-27","2026-03-27",3,5,True,False,False,False
1955,"Make_1955","Model_1955",2020,"Red","Engine_5","Manual","Electric",13685,"19286.25","Owner_1955","MH1955XYZ","2025-12-28","2026-03-28",4,6,False,False,False,True
1956,"Make_1956","Model_1956",2021,"Blue","Engine_0","Automatic","Petrol",13692,"19291.00","Owner_1956","MH1956XYZ","2025-12-29","2026-03-29",2,4,True,True,True,False
1957,"Make_1957","Model_1957",2022,"Black","Engine_1","Manual","Diesel",13699,"19295.75","Owner_1957","MH1957XYZ","2025-12-30","2026-03-30",3,5,False,False,False,False
1958,"Make_1958","Model_1958",2023,"White","Engine_2","Automatic","Electric",13706,"19300.50","Owner_1958","MH1958XYZ","2025-12-31","2026-03-31",4,6,True,False,False,False
1959,"Make_1959","Model_1959",2024,"Silver","Engine_3","Manual","Petrol",13713,"19305.25","Owner_1959","MH1959XYZ","2026-01-01","2026-04-01",2,4,False,True,False,False
1960,"Make_1960","Model_1960",1990,"Red","Engine_4","Automatic","Diesel",13720,"19310.00","Owner_1960","MH1960XYZ","2026-01-02","2026-04-02",3,5,True,False,True,True
1961,"Make_1961","Model_1961",1991,"Blue","Engine_5","Manual","Electric",13727,"19314.75","Owner_1961","MH1961XYZ","2026-01-03","2026-04-03",4,6,False,False,False,False
1962,"Make_1962","Model_1962",1992,"Black","Engine_0","Automatic","Petrol",13734,"19319.50","Owner_1962","MH1962XYZ","2026-01-04","2026-04-04",2,4,True,True,False,False
1963,"Make_1963","Model_1963",1993,"White","Engine_1","Manual","Diesel",13741,"19324.25","Owner_1963","MH1963XYZ","2026-01-05","2026-04-05",3,5,False,False,False,False
1964,"Make_1964","Model_1964",1994,"Silver","Engine_2","Automatic","Electric",13748,"19329.00","Owner_1964","MH1964XYZ","2026-01-06","2026-04-06",4,6,True,False,True,False
1965,"Make_1965","Model_1965",1995,"Red","Engine_3","Manual","Petrol",13755,"19333.75","Owner_1965","MH1965XYZ","2026-01-07","2026-04-07",2,4,False,True,False,True
1966,"Make_1966","Model_1966",1996,"Blue","Engine_4","Automatic","Diesel",13762,"19338.50","Owner_1966","MH1966XYZ","2026-01-08","2026-04-08",3,5,True,False,False,False
1967,"Make_1967","Model_1967",1997,"Black","Engine_5","Manual","Electric",13769,"19343.25","Owner_1967","MH1967XYZ","2026-01-09","2026-04-09",4,6,False,False,False,False
1968,"Make_1968","Model_1968",1998,"White","Engine_0","Automatic","Petrol",13776,"19348.00","Owner_1968","MH1968XYZ","2026-01-10","2026-04-10",2,4,True,True,True,False
1969,"Make_1969","Model_1969",1999,"Silver","Engine_1","Manual","Diesel",13783,"19352.75","Owner_1969","MH1969XYZ","2026-01-11","2026-04-11",3,5,False,False,False,False
1970,"Make_1970","Model_1970",2000,"Red","Engine_2","Automatic","Electric",13790,"19357.50","Owner_1970","MH1970XYZ","2026-01-12","2026-04-12",4,6,True,False,False,True
1971,"Make_1971","Model_1971",2001,"Blue","Engine_3","Manual","Petrol",13797,"19362.25","Owner_1971","MH1971XYZ","2026-01-13","2026-04-13",2,4,False,True,False,False
1972,"Make_1972","Model_1972",2002,"Black","Engine_4","Automatic","Diesel",13804,"19367.00","Owner_1972","MH1972XYZ","2026-01-14","2026-04-14",3,5,True,False,True,False
1973,"Make_1973","Model_1973",2003,"White","Engine_5","Manual","Electric",13811,"19371.75","Owner_1973","MH1973XYZ","2026-01-15","2026-04-15",4,6,False,False,False,False
1974,"Make_1974","Model_1974",2004,"Silver","Engine_0","Automatic","Petrol",13818,"19376.50","Owner_1974","MH1974XYZ","2026-01-16","2026-04-16",2,4,True,True,False,False
1975,"Make_1975","Model_1975",2005,"Red","Engine_1","Manual","Diesel",13825,"19381.25","Owner_1975","MH1975XYZ","2026-01-17","2026-04-17",3,5,False,False,False,True
1976,"Make_1976","Model_1976",2006,"Blue","Engine_2","Automatic","Electric",13832,"19386.00","Owner_1976","MH1976XYZ","2026-01-18","2026-04-18",4,6,True,False,True,False
1977,"Make_1977","Model_1977",2007,"Black","Engine_3","Manual","Petrol",13839,"19390.75","Owner_1977","MH1977XYZ","2026-01-19","2026-04-19",2,4,False,True,False,False
1978,"Make_1978","Model_1978",2008,"White","Engine_4","Automatic","Diesel",13846,"19395.50","Owner_1978","MH1978XYZ","2026-01-20","2026-04-20",3,5,True,False,False,False
1979,"Make_1979","Model_1979",2009,"Silver","Engine_5","Manual","Electric",13853,"19400.25","Owner_1979","MH1979XYZ","2026-01-21","2026-04-21",4,6,False,False,False,False
1980,"Make_1980","Model_1980",2010,"Red","Engine_0","Automatic","Petrol",13860,"19405.00","Owner_1980","MH1980XYZ","2026-01-22","2026-04-22",2,4,True,True,True,True
1981,"Make_1981","Model_1981",2011,"Blue","Engine_1","Manual","Diesel",13867,"19409.75","Owner_1981","MH1981XYZ","2026-01-23","2026-04-23",3,5,False,False,False,False
1982,"Make_1982","Model_1982",2012,"Black","Engine_2","Automatic","Electric",13874,"19414.50","Owner_1982","MH1982XYZ","2026-01-24","2026-04-24",4,6,True,False,False,False
1983,"Make_1983","Model_1983",2013,"White","Engine_3","Manual","Petrol",13881,"19419.25","Owner_1983","MH1983XYZ","2026-01-25","2026-04-25",2,4,False,True,False,False
1984,"Make_1984","Model_1984",2014,"Silver","Engine_4","Automatic","Diesel",13888,"19424.00","Owner_1984","MH1984XYZ","2026-01-26","2026-04-26",3,5,True,False,True,False
1985,"Make_1985","Model_1985",2015,"Red","Engine_5","Manual","Electric",13895,"19428.75","Owner_1985","MH1985XYZ","2026-01-27","2026-04-27",4,6,False,False,False,True
1986,"Make_1986","Model_1986",2016,"Blue","Engine_0","Automatic","Petrol",13902,"19433.50","Owner_1986","MH1986XYZ","2026-01-28","2026-04-28",2,4,True,True,False,False
1987,"Make_1987","Model_1987",2017,"Black","Engine_1","Manual","Diesel",13909,"19438.25","Owner_1987","MH1987XYZ","2026-01-29","2026-04-29",3,5,False,False,False,False
1988,"Make_1988","Model_1988",2018,"White","Engine_2","Automatic","Electric",13916,"19443.00","Owner_1988","MH1988XYZ","2026-01-30","2026-04-30",4,6,True,False,True,False
1989,"Make_1989","Model_1989",2019,"Silver","Engine_3","Manual","Petrol",13923,"19447.75","Owner_1989","MH1989XYZ","2026-01-31","2026-05-01",2,4,False,True,False,False
1990,"Make_1990","Model_1990",2020,"Red","Engine_4","Automatic","Diesel",13930,"19452.50","Owner_1990","MH1990XYZ","2026-02-01","2026-05-02",3,5,True,False,False,True
1991,"Make_1991","Model_1991",2021,"Blue","Engine_5","Manual","Electric",13937,"19457.25","Owner_1991","MH1991XYZ","2026-02-02","2026-05-03",4,6,False,False,False,False
1992,"Make_1992","Model_1992",2022,"Black","Engine_0","Automatic","Petrol",13944,"19462.00","Owner_1992","MH1992XYZ","2026-02-03","2026-05-04",2,4,True,True,True,False
1993,"Make_1993","Model_1993",2023,"White","Engine_1","Manual","Diesel",13951,"19466.75","Owner_1993","MH1993XYZ","2026-02-04","2026-05-05",3,5,False,False,False,False
1994,"Make_1994","Model_1994",2024,"Silver","Engine_2","Automatic","Electric",13958,"19471.50","Owner_1994","MH1994XYZ","2026-02-05","2026-05-06",4,6,True,False,False,False
1995,"Make_1995","Model_1995",1990,"Red","Engine_3","Manual","Petrol",13965,"19476.25","Owner_1995","MH1995XYZ","2026-02-06","2026-05-07",2,4,False,True,False,True
1996,"Make_1996","Model_1996",1991,"Blue","Engine_4","Automatic","Diesel",13972,"19481.00","Owner_1996","MH1996XYZ","2026-02-07","2026-05-08",3,5,True,False,True,False
1997,"Make_1997","Model_1997",1992,"Black","Engine_5","Manual","Electric",13979,"19485.75","Owner_1997","MH1997XYZ","2026-02-08","2026-05-09",4,6,False,False,False,False
1998,"Make_1998","Model_1998",1993,"White","Engine_0","Automatic","Petrol",13986,"19490.50","Owner_1998","MH1998XYZ","2026-02-09","2026-05-10",2,4,True,True,False,False
1999,"Make_1999","Model_1999",1994,"Silver","Engine_1","Manual","Diesel",13993,"19495.25","Owner_1999","MH1999XYZ","2026-02-10","2026-05-11",3,5,False,False,False,False
2000,"Make_2000","Model_2000",1995,"Red","Engine_2","Automatic","Electric",14000,"19500.00","Owner_2000","MH2000XYZ","2026-02-11","2026-05-12",4,6,True,False,True,True
2001,"Make_2001","Model_2001",1996,"Blue","Engine_3","Manual","Petrol",14007,"19504.75","Owner_2001","MH2001XYZ","2026-02-12","2026-05-13",2,4,False,True,False,False
2002,"Make_2002","Model_2002",1997,"Black","Engine_4","Automatic","Diesel",14014,"19509.50","Owner_2002","MH2002XYZ","2026-02-13","2026-05-14",3,5,True,False,False,False
2003,"Make_2003","Model_2003",1998,"White","Engine_5","Manual","Electric",14021,"19514.25","Owner_2003","MH2003XYZ","2026-02-14","2026-05-15",4,6,False,False,False,False
2004,"Make_2004","Model_2004",1999,"Silver","Engine_0","Automatic","Petrol",14028,"19519.00","Owner_2004","MH2004XYZ","2026-02-15","2026-05-16",2,4,True,True,True,False
2005,"Make_2005","Model_2005",2000,"Red","Engine_1","Manual","Diesel",14035,"19523.75","Owner_2005","MH2005XYZ","2026-02-16","2026-05-17",3,5,False,False,False,True
2006,"Make_2006","Model_2006",2001,"Blue","Engine_2","Automatic","Electric",14042,"19528.50","Owner_2006","MH2006XYZ","2026-02-17","2026-05-18",4,6,True,False,False,False
2007,"Make_2007","Model_2007",2002,"Black","Engine_3","Manual","Petrol",14049,"19533.25","Owner_2007","MH2007XYZ","2026-02-18","2026-05-19",2,4,False,True,False,False
2008,"Make_2008","Model_2008",2003,"White","Engine_4","Automatic","Diesel",14056,"19538.00","Owner_2008","MH2008XYZ","2026-02-19","2026-05-20",3,5,True,False,True,False
2009,"Make_2009","Model_2009",2004,"Silver","Engine_5","Manual","Electric",14063,"19542.75","Owner_2009","MH2009XYZ","2026-02-20","2026-05-21",4,6,False,False,False,False
2010,"Make_2010","Model_2010",2005,"Red","Engine_0","Automatic","Petrol",14070,"19547.50","Owner_2010","MH2010XYZ","2026-02-21","2026-05-22",2,4,True,True,False,True
2011,"Make_2011","Model_2011",2006,"Blue","Engine_1","Manual","Diesel",14077,"19552.25","Owner_2011","MH2011XYZ","2026-02-22","2026-05-23",3,5,False,False,False,False
2012,"Make_2012","Model_2012",2007,"Black","Engine_2","Automatic","Electric",14084,"19557.00","Owner_2012","MH2012XYZ","2026-02-23","2026-05-24",4,6,True,False,True,False
2013,"Make_2013","Model_2013",2008,"White","Engine_3","Manual","Petrol",14091,"19561.75","Owner_2013","MH2013XYZ","2026-02-24","2026-05-25",2,4,False,True,False,False
2014,"Make_2014","Model_2014",2009,"Silver","Engine_4","Automatic","Diesel",14098,"19566.50","Owner_2014","MH2014XYZ","2026-02-25","2026-05-26",3,5,True,False,False,False
2015,"Make_2015","Model_2015",2010,"Red","Engine_5","Manual","Electric",14105,"19571.25","Owner_2015","MH2015XYZ","2026-02-26","2026-05-27",4,6,False,False,False,True
2016,"Make_2016","Model_2016",2011,"Blue","Engine_0","Automatic","Petrol",14112,"19576.00","Owner_2016","MH2016XYZ","2026-02-27","2026-05-28",2,4,True,True,True,False
2017,"Make_2017","Model_2017",2012,"Black","Engine_1","Manual","Diesel",14119,"19580.75","Owner_2017","MH2017XYZ","2026-02-28","2026-05-29",3,5,False,False,False,False
2018,"Make_2018","Model_2018",2013,"White","Engine_2","Automatic","Electric",14126,"19585.50","Owner_2018","MH2018XYZ","2026-03-01","2026-05-30",4,6,True,False,False,False
2019,"Make_2019","Model_2019",2014,"Silver","Engine_3","Manual","Petrol",14133,"19590.25","Owner_2019","MH2019XYZ","2026-03-02","2026-05-31",2,4,False,True,False,False
2020,"Make_2020","Model_2020",2015,"Red","Engine_4","Automatic","Diesel",14140,"19595.00","Owner_2020","MH2020XYZ","2026-03-03","2026-06-01",3,5,True,False,True,True
2021,"Make_2021","Model_2021",2016,"Blue","Engine_5","Manual","Electric",14147,"19599.75","Owner_2021","MH2021XYZ","2026-03-04","2026-06-02",4,6,False,False,False,False
2022,"Make_2022","Model_2022",2017,"Black","Engine_0","Automatic","Petrol",14154,"19604.50","Owner_2022","MH2022XYZ","2026-03-05","2026-06-03",2,4,True,True,False,False
2023,"Make_2023","Model_2023",2018,"White","Engine_1","Manual","Diesel",14161,"19609.25","Owner_2023","MH2023XYZ","2026-03-06","2026-06-04",3,5,False,False,False,False
2024,"Make_2024","Model_2024",2019,"Silver","Engine_2","Automatic","Electric",14168,"19614.00","Owner_2024","MH2024XYZ","2026-03-07","2026-06-05",4,6,True,False,True,False
2025,"Make_2025","Model_2025",2020,"Red","Engine_3","Manual","Petrol",14175,"19618.75","Owner_2025","MH2025XYZ","2026-03-08","2026-06-06",2,4,False,True,False,True
2026,"Make_2026","Model_2026",2021,"Blue","Engine_4","Automatic","Diesel",14182,"19623.50","Owner_2026","MH2026XYZ","2026-03-09","2026-06-07",3,5,True,False,False,False
2027,"Make_2027","Model_2027",2022,"Black","Engine_5","Manual","Electric",14189,"19628.25","Owner_2027","MH2027XYZ","2026-03-10","2026-06-08",4,6,False,False,False,False
2028,"Make_2028","Model_2028",2023,"White","Engine_0","Automatic","Petrol",14196,"19633.00","Owner_2028","MH2028XYZ","2026-03-11","2026-06-09",2,4,True,True,True,False
2029,"Make_2029","Model_2029",2024,"Silver","Engine_1","Manual","Diesel",14203,"19637.75","Owner_2029","MH2029XYZ","2026-03-12","2026-06-10",3,5,False,False,False,False
2030,"Make_2030","Model_2030",1990,"Red","Engine_2","Automatic","Electric",14210,"19642.50","Owner_2030","MH2030XYZ","2026-03-13","2026-06-11",4,6,True,False,False,True
