"id","make","model","year","color","engine_type","transmission","fuel_type","mileage","price","owner_name","registration_number","insurance_valid_till","service_due_date","number_of_doors","seating_capacity","gps_enabled","bluetooth_enabled","sunroof","air_conditioning"
365,"Make_365","Model_365",2015,"Red","V5 Engine","Manual","Electric",3650,"17007.50","Owner_365","REG365","2025-08-20","2025-09-19",4,6,False,False,False,True
366,"Make_366","Model_366",2016,"Blue","V6 Engine","Automatic","Petrol",3660,"17013.00","Owner_366","REG366","2025-08-21","2025-09-20",2,4,True,True,False,False
367,"Make_367","Model_367",2017,"Black","V7 Engine","Manual","Diesel",3670,"17018.50","Owner_367","REG367","2025-08-22","2025-09-21",3,5,False,False,False,False
368,"Make_368","Model_368",2018,"White","V0 Engine","Automatic","Electric",3680,"17024.00","Owner_368","REG368","2025-08-23","2025-09-22",4,6,True,False,True,False
369,"Make_369","Model_369",2019,"Silver","V1 Engine","Manual","Petrol",3690,"17029.50","Owner_369","REG369","2025-08-24","2025-09-23",2,4,False,True,False,False
370,"Make_370","Model_370",2020,"Red","V2 Engine","Automatic","Diesel",3700,"17035.00","Owner_370","REG370","2025-08-25","2025-09-24",3,5,True,False,False,True
371,"Make_371","Model_371",2021,"Blue","V3 Engine","Manual","Electric",3710,"17040.50","Owner_371","REG371","2025-08-26","2025-09-25",4,6,False,False,False,False
372,"Make_372","Model_372",2022,"Black","V4 Engine","Automatic","Petrol",3720,"17046.00","Owner_372","REG372","2025-08-27","2025-09-26",2,4,True,True,True,False
373,"Make_373","Model_373",2023,"White","V5 Engine","Manual","Diesel",3730,"17051.50","Owner_373","REG373","2025-08-28","2025-09-27",3,5,False,False,False,False
374,"Make_374","Model_374",2024,"Silver","V6 Engine","Automatic","Electric",3740,"17057.00","Owner_374","REG374","2025-08-29","2025-09-28",4,6,True,False,False,False
375,"Make_375","Model_375",2000,"Red","V7 Engine","Manual","Petrol",3750,"17062.50","Owner_375","REG375","2025-08-30","2025-09-29",2,4,False,True,False,True
376,"Make_376","Model_376",2001,"Blue","V0 Engine","Automatic","Diesel",3760,"17068.00","Owner_376","REG376","2025-08-31","2025-09-30",3,5,True,False,True,False
377,"Make_377","Model_377",2002,"Black","V1 Engine","Manual","Electric",3770,"17073.50","Owner_377","REG377","2025-09-01","2025-10-01",4,6,False,False,False,False
378,"Make_378","Model_378",2003,"White","V2 Engine","Automatic","Petrol",3780,"17079.00","Owner_378","REG378","2025-09-02","2025-10-02",2,4,True,True,False,False
379,"Make_379","Model_379",2004,"Silver","V3 Engine","Manual","Diesel",3790,"17084.50","Owner_379","REG379","2025-09-03","2025-10-03",3,5,False,False,False,False
380,"Make_380","Model_380",2005,"Red","V4 Engine","Automatic","Electric",3800,"17090.00","Owner_380","REG380","2025-09-04","2025-10-04",4,6,True,False,True,True
381,"Make_381","Model_381",2006,"Blue","V5 Engine","Manual","Petrol",3810,"17095.50","Owner_381","REG381","2025-09-05","2025-10-05",2,4,False,True,False,False
382,"Make_382","Model_382",2007,"Black","V6 Engine","Automatic","Diesel",3820,"17101.00","Owner_382","REG382","2025-09-06","2025-10-06",3,5,True,False,False,False
383,"Make_383","Model_383",2008,"White","V7 Engine","Manual","Electric",3830,"17106.50","Owner_383","REG383","2025-09-07","2025-10-07",4,6,False,False,False,False
384,"Make_384","Model_384",2009,"Silver","V0 Engine","Automatic","Petrol",3840,"17112.00","Owner_384","REG384","2025-09-08","2025-10-08",2,4,True,True,True,False
385,"Make_385","Model_385",2010,"Red","V1 Engine","Manual","Diesel",3850,"17117.50","Owner_385","REG385","2025-09-09","2025-10-09",3,5,False,False,False,True
386,"Make_386","Model_386",2011,"Blue","V2 Engine","Automatic","Electric",3860,"17123.00","Owner_386","REG386","2025-09-10","2025-10-10",4,6,True,False,False,False
387,"Make_387","Model_387",2012,"Black","V3 Engine","Manual","Petrol",3870,"17128.50","Owner_387","REG387","2025-09-11","2025-10-11",2,4,False,True,False,False
388,"Make_388","Model_388",2013,"White","V4 Engine","Automatic","Diesel",3880,"17134.00","Owner_388","REG388","2025-09-12","2025-10-12",3,5,True,False,True,False
389,"Make_389","Model_389",2014,"Silver","V5 Engine","Manual","Electric",3890,"17139.50","Owner_389","REG389","2025-09-13","2025-10-13",4,6,False,False,False,False
390,"Make_390","Model_390",2015,"Red","V6 Engine","Automatic","Petrol",3900,"17145.00","Owner_390","REG390","2025-09-14","2025-10-14",2,4,True,True,False,True
391,"Make_391","Model_391",2016,"Blue","V7 Engine","Manual","Diesel",3910,"17150.50","Owner_391","REG391","2025-09-15","2025-10-15",3,5,False,False,False,False
392,"Make_392","Model_392",2017,"Black","V0 Engine","Automatic","Electric",3920,"17156.00","Owner_392","REG392","2025-09-16","2025-10-16",4,6,True,False,True,False
393,"Make_393","Model_393",2018,"White","V1 Engine","Manual","Petrol",3930,"17161.50","Owner_393","REG393","2025-09-17","2025-10-17",2,4,False,True,False,False
394,"Make_394","Model_394",2019,"Silver","V2 Engine","Automatic","Diesel",3940,"17167.00","Owner_394","REG394","2025-09-18","2025-10-18",3,5,True,False,False,False
395,"Make_395","Model_395",2020,"Red","V3 Engine","Manual","Electric",3950,"17172.50","Owner_395","REG395","2025-09-19","2025-10-19",4,6,False,False,False,True
396,"Make_396","Model_396",2021,"Blue","V4 Engine","Automatic","Petrol",3960,"17178.00","Owner_396","REG396","2025-09-20","2025-10-20",2,4,True,True,True,False
397,"Make_397","Model_397",2022,"Black","V5 Engine","Manual","Diesel",3970,"17183.50","Owner_397","REG397","2025-09-21","2025-10-21",3,5,False,False,False,False
398,"Make_398","Model_398",2023,"White","V6 Engine","Automatic","Electric",3980,"17189.00","Owner_398","REG398","2025-09-22","2025-10-22",4,6,True,False,False,False
399,"Make_399","Model_399",2024,"Silver","V7 Engine","Manual","Petrol",3990,"17194.50","Owner_399","REG399","2025-09-23","2025-10-23",2,4,False,True,False,False
400,"Make_400","Model_400",2000,"Red","V0 Engine","Automatic","Diesel",4000,"17200.00","Owner_400","REG400","2025-09-24","2025-10-24",3,5,True,False,True,True
401,"Make_401","Model_401",2001,"Blue","V1 Engine","Manual","Electric",4010,"17205.50","Owner_401","REG401","2025-09-25","2025-10-25",4,6,False,False,False,False
402,"Make_402","Model_402",2002,"Black","V2 Engine","Automatic","Petrol",4020,"17211.00","Owner_402","REG402","2025-09-26","2025-10-26",2,4,True,True,False,False
403,"Make_403","Model_403",2003,"White","V3 Engine","Manual","Diesel",4030,"17216.50","Owner_403","REG403","2025-09-27","2025-10-27",3,5,False,False,False,False
404,"Make_404","Model_404",2004,"Silver","V4 Engine","Automatic","Electric",4040,"17222.00","Owner_404","REG404","2025-09-28","2025-10-28",4,6,True,False,True,False
405,"Make_405","Model_405",2005,"Red","V5 Engine","Manual","Petrol",4050,"17227.50","Owner_405","REG405","2025-09-29","2025-10-29",2,4,False,True,False,True
406,"Make_406","Model_406",2006,"Blue","V6 Engine","Automatic","Diesel",4060,"17233.00","Owner_406","REG406","2025-09-30","2025-10-30",3,5,True,False,False,False
407,"Make_407","Model_407",2007,"Black","V7 Engine","Manual","Electric",4070,"17238.50","Owner_407","REG407","2025-10-01","2025-10-31",4,6,False,False,False,False
408,"Make_408","Model_408",2008,"White","V0 Engine","Automatic","Petrol",4080,"17244.00","Owner_408","REG408","2025-10-02","2025-11-01",2,4,True,True,True,False
409,"Make_409","Model_409",2009,"Silver","V1 Engine","Manual","Diesel",4090,"17249.50","Owner_409","REG409","2025-10-03","2025-11-02",3,5,False,False,False,False
410,"Make_410","Model_410",2010,"Red","V2 Engine","Automatic","Electric",4100,"17255.00","Owner_410","REG410","2025-10-04","2025-11-03",4,6,True,False,False,True
411,"Make_411","Model_411",2011,"Blue","V3 Engine","Manual","Petrol",4110,"17260.50","Owner_411","REG411","2025-10-05","2025-11-04",2,4,False,True,False,False
412,"Make_412","Model_412",2012,"Black","V4 Engine","Automatic","Diesel",4120,"17266.00","Owner_412","REG412","2025-10-06","2025-11-05",3,5,True,False,True,False
413,"Make_413","Model_413",2013,"White","V5 Engine","Manual","Electric",4130,"17271.50","Owner_413","REG413","2025-10-07","2025-11-06",4,6,False,False,False,False
414,"Make_414","Model_414",2014,"Silver","V6 Engine","Automatic","Petrol",4140,"17277.00","Owner_414","REG414","2025-10-08","2025-11-07",2,4,True,True,False,False
415,"Make_415","Model_415",2015,"Red","V7 Engine","Manual","Diesel",4150,"17282.50","Owner_415","REG415","2025-10-09","2025-11-08",3,5,False,False,False,True
416,"Make_416","Model_416",2016,"Blue","V0 Engine","Automatic","Electric",4160,"17288.00","Owner_416","REG416","2025-10-10","2025-11-09",4,6,True,False,True,False
417,"Make_417","Model_417",2017,"Black","V1 Engine","Manual","Petrol",4170,"17293.50","Owner_417","REG417","2025-10-11","2025-11-10",2,4,False,True,False,False
418,"Make_418","Model_418",2018,"White","V2 Engine","Automatic","Diesel",4180,"17299.00","Owner_418","REG418","2025-10-12","2025-11-11",3,5,True,False,False,False
419,"Make_419","Model_419",2019,"Silver","V3 Engine","Manual","Electric",4190,"17304.50","Owner_419","REG419","2025-10-13","2025-11-12",4,6,False,False,False,False
420,"Make_420","Model_420",2020,"Red","V4 Engine","Automatic","Petrol",4200,"17310.00","Owner_420","REG420","2025-10-14","2025-11-13",2,4,True,True,True,True
421,"Make_421","Model_421",2021,"Blue","V5 Engine","Manual","Diesel",4210,"17315.50","Owner_421","REG421","2025-10-15","2025-11-14",3,5,False,False,False,False
422,"Make_422","Model_422",2022,"Black","V6 Engine","Automatic","Electric",4220,"17321.00","Owner_422","REG422","2025-10-16","2025-11-15",4,6,True,False,False,False
423,"Make_423","Model_423",2023,"White","V7 Engine","Manual","Petrol",4230,"17326.50","Owner_423","REG423","2025-10-17","2025-11-16",2,4,False,True,False,False
424,"Make_424","Model_424",2024,"Silver","V0 Engine","Automatic","Diesel",4240,"17332.00","Owner_424","REG424","2025-10-18","2025-11-17",3,5,True,False,True,False
425,"Make_425","Model_425",2000,"Red","V1 Engine","Manual","Electric",4250,"17337.50","Owner_425","REG425","2025-10-19","2025-11-18",4,6,False,False,False,True
426,"Make_426","Model_426",2001,"Blue","V2 Engine","Automatic","Petrol",4260,"17343.00","Owner_426","REG426","2025-10-20","2025-11-19",2,4,True,True,False,False
427,"Make_427","Model_427",2002,"Black","V3 Engine","Manual","Diesel",4270,"17348.50","Owner_427","REG427","2025-10-21","2025-11-20",3,5,False,False,False,False
428,"Make_428","Model_428",2003,"White","V4 Engine","Automatic","Electric",4280,"17354.00","Owner_428","REG428","2025-10-22","2025-11-21",4,6,True,False,True,False
429,"Make_429","Model_429",2004,"Silver","V5 Engine","Manual","Petrol",4290,"17359.50","Owner_429","REG429","2025-10-23","2025-11-22",2,4,False,True,False,False
430,"Make_430","Model_430",2005,"Red","V6 Engine","Automatic","Diesel",4300,"17365.00","Owner_430","REG430","2025-10-24","2025-11-23",3,5,True,False,False,True
431,"Make_431","Model_431",2006,"Blue","V7 Engine","Manual","Electric",4310,"17370.50","Owner_431","REG431","2025-10-25","2025-11-24",4,6,False,False,False,False
432,"Make_432","Model_432",2007,"Black","V0 Engine","Automatic","Petrol",4320,"17376.00","Owner_432","REG432","2025-10-26","2025-11-25",2,4,True,True,True,False
433,"Make_433","Model_433",2008,"White","V1 Engine","Manual","Diesel",4330,"17381.50","Owner_433","REG433","2025-10-27","2025-11-26",3,5,False,False,False,False
434,"Make_434","Model_434",2009,"Silver","V2 Engine","Automatic","Electric",4340,"17387.00","Owner_434","REG434","2025-10-28","2025-11-27",4,6,True,False,False,False
435,"Make_435","Model_435",2010,"Red","V3 Engine","Manual","Petrol",4350,"17392.50","Owner_435","REG435","2025-10-29","2025-11-28",2,4,False,True,False,True
436,"Make_436","Model_436",2011,"Blue","V4 Engine","Automatic","Diesel",4360,"17398.00","Owner_436","REG436","2025-10-30","2025-11-29",3,5,True,False,True,False
437,"Make_437","Model_437",2012,"Black","V5 Engine","Manual","Electric",4370,"17403.50","Owner_437","REG437","2025-10-31","2025-11-30",4,6,False,False,False,False
438,"Make_438","Model_438",2013,"White","V6 Engine","Automatic","Petrol",4380,"17409.00","Owner_438","REG438","2025-11-01","2025-12-01",2,4,True,True,False,False
439,"Make_439","Model_439",2014,"Silver","V7 Engine","Manual","Diesel",4390,"17414.50","Owner_439","REG439","2025-11-02","2025-12-02",3,5,False,False,False,False
440,"Make_440","Model_440",2015,"Red","V0 Engine","Automatic","Electric",4400,"17420.00","Owner_440","REG440","2025-11-03","2025-12-03",4,6,True,False,True,True
441,"Make_441","Model_441",2016,"Blue","V1 Engine","Manual","Petrol",4410,"17425.50","Owner_441","REG441","2025-11-04","2025-12-04",2,4,False,True,False,False
442,"Make_442","Model_442",2017,"Black","V2 Engine","Automatic","Diesel",4420,"17431.00","Owner_442","REG442","2025-11-05","2025-12-05",3,5,True,False,False,False
443,"Make_443","Model_443",2018,"White","V3 Engine","Manual","Electric",4430,"17436.50","Owner_443","REG443","2025-11-06","2025-12-06",4,6,False,False,False,False
444,"Make_444","Model_444",2019,"Silver","V4 Engine","Automatic","Petrol",4440,"17442.00","Owner_444","REG444","2025-11-07","2025-12-07",2,4,True,True,True,False
445,"Make_445","Model_445",2020,"Red","V5 Engine","Manual","Diesel",4450,"17447.50","Owner_445","REG445","2025-11-08","2025-12-08",3,5,False,False,False,True
446,"Make_446","Model_446",2021,"Blue","V6 Engine","Automatic","Electric",4460,"17453.00","Owner_446","REG446","2025-11-09","2025-12-09",4,6,True,False,False,False
447,"Make_447","Model_447",2022,"Black","V7 Engine","Manual","Petrol",4470,"17458.50","Owner_447","REG447","2025-11-10","2025-12-10",2,4,False,True,False,False
448,"Make_448","Model_448",2023,"White","V0 Engine","Automatic","Diesel",4480,"17464.00","Owner_448","REG448","2025-11-11","2025-12-11",3,5,True,False,True,False
449,"Make_449","Model_449",2024,"Silver","V1 Engine","Manual","Electric",4490,"17469.50","Owner_449","REG449","2025-11-12","2025-12-12",4,6,False,False,False,False
450,"Make_450","Model_450",2000,"Red","V2 Engine","Automatic","Petrol",4500,"17475.00","Owner_450","REG450","2025-11-13","2025-12-13",2,4,True,True,False,True
451,"Make_451","Model_451",2001,"Blue","V3 Engine","Manual","Diesel",4510,"17480.50","Owner_451","REG451","2025-11-14","2025-12-14",3,5,False,False,False,False
452,"Make_452","Model_452",2002,"Black","V4 Engine","Automatic","Electric",4520,"17486.00","Owner_452","REG452","2025-11-15","2025-12-15",4,6,True,False,True,False
453,"Make_453","Model_453",2003,"White","V5 Engine","Manual","Petrol",4530,"17491.50","Owner_453","REG453","2025-11-16","2025-12-16",2,4,False,True,False,False
454,"Make_454","Model_454",2004,"Silver","V6 Engine","Automatic","Diesel",4540,"17497.00","Owner_454","REG454","2025-11-17","2025-12-17",3,5,True,False,False,False
455,"Make_455","Model_455",2005,"Red","V7 Engine","Manual","Electric",4550,"17502.50","Owner_455","REG455","2025-11-18","2025-12-18",4,6,False,False,False,True
456,"Make_456","Model_456",2006,"Blue","V0 Engine","Automatic","Petrol",4560,"17508.00","Owner_456","REG456","2025-11-19","2025-12-19",2,4,True,True,True,False
457,"Make_457","Model_457",2007,"Black","V1 Engine","Manual","Diesel",4570,"17513.50","Owner_457","REG457","2025-11-20","2025-12-20",3,5,False,False,False,False
458,"Make_458","Model_458",2008,"White","V2 Engine","Automatic","Electric",4580,"17519.00","Owner_458","REG458","2025-11-21","2025-12-21",4,6,True,False,False,False
459,"Make_459","Model_459",2009,"Silver","V3 Engine","Manual","Petrol",4590,"17524.50","Owner_459","REG459","2025-11-22","2025-12-22",2,4,False,True,False,False
460,"Make_460","Model_460",2010,"Red","V4 Engine","Automatic","Diesel",4600,"17530.00","Owner_460","REG460","2025-11-23","2025-12-23",3,5,True,False,True,True
461,"Make_461","Model_461",2011,"Blue","V5 Engine","Manual","Electric",4610,"17535.50","Owner_461","REG461","2025-11-24","2025-12-24",4,6,False,False,False,False
462,"Make_462","Model_462",2012,"Black","V6 Engine","Automatic","Petrol",4620,"17541.00","Owner_462","REG462","2025-11-25","2025-12-25",2,4,True,True,False,False
463,"Make_463","Model_463",2013,"White","V7 Engine","Manual","Diesel",4630,"17546.50","Owner_463","REG463","2025-11-26","2025-12-26",3,5,False,False,False,False
464,"Make_464","Model_464",2014,"Silver","V0 Engine","Automatic","Electric",4640,"17552.00","Owner_464","REG464","2025-11-27","2025-12-27",4,6,True,False,True,False
465,"Make_465","Model_465",2015,"Red","V1 Engine","Manual","Petrol",4650,"17557.50","Owner_465","REG465","2025-11-28","2025-12-28",2,4,False,True,False,True
466,"Make_466","Model_466",2016,"Blue","V2 Engine","Automatic","Diesel",4660,"17563.00","Owner_466","REG466","2025-11-29","2025-12-29",3,5,True,False,False,False
467,"Make_467","Model_467",2017,"Black","V3 Engine","Manual","Electric",4670,"17568.50","Owner_467","REG467","2025-11-30","2025-12-30",4,6,False,False,False,False
468,"Make_468","Model_468",2018,"White","V4 Engine","Automatic","Petrol",4680,"17574.00","Owner_468","REG468","2025-12-01","2025-12-31",2,4,True,True,True,False
469,"Make_469","Model_469",2019,"Silver","V5 Engine","Manual","Diesel",4690,"17579.50","Owner_469","REG469","2025-12-02","2026-01-01",3,5,False,False,False,False
470,"Make_470","Model_470",2020,"Red","V6 Engine","Automatic","Electric",4700,"17585.00","Owner_470","REG470","2025-12-03","2026-01-02",4,6,True,False,False,True
471,"Make_471","Model_471",2021,"Blue","V7 Engine","Manual","Petrol",4710,"17590.50","Owner_471","REG471","2025-12-04","2026-01-03",2,4,False,True,False,False
472,"Make_472","Model_472",2022,"Black","V0 Engine","Automatic","Diesel",4720,"17596.00","Owner_472","REG472","2025-12-05","2026-01-04",3,5,True,False,True,False
473,"Make_473","Model_473",2023,"White","V1 Engine","Manual","Electric",4730,"17601.50","Owner_473","REG473","2025-12-06","2026-01-05",4,6,False,False,False,False
474,"Make_474","Model_474",2024,"Silver","V2 Engine","Automatic","Petrol",4740,"17607.00","Owner_474","REG474","2025-12-07","2026-01-06",2,4,True,True,False,False
475,"Make_475","Model_475",2000,"Red","V3 Engine","Manual","Diesel",4750,"17612.50","Owner_475","REG475","2025-12-08","2026-01-07",3,5,False,False,False,True
476,"Make_476","Model_476",2001,"Blue","V4 Engine","Automatic","Electric",4760,"17618.00","Owner_476","REG476","2025-12-09","2026-01-08",4,6,True,False,True,False
477,"Make_477","Model_477",2002,"Black","V5 Engine","Manual","Petrol",4770,"17623.50","Owner_477","REG477","2025-12-10","2026-01-09",2,4,False,True,False,False
478,"Make_478","Model_478",2003,"White","V6 Engine","Automatic","Diesel",4780,"17629.00","Owner_478","REG478","2025-12-11","2026-01-10",3,5,True,False,False,False
479,"Make_479","Model_479",2004,"Silver","V7 Engine","Manual","Electric",4790,"17634.50","Owner_479","REG479","2025-12-12","2026-01-11",4,6,False,False,False,False
480,"Make_480","Model_480",2005,"Red","V0 Engine","Automatic","Petrol",4800,"17640.00","Owner_480","REG480","2025-12-13","2026-01-12",2,4,True,True,True,True
481,"Make_481","Model_481",2006,"Blue","V1 Engine","Manual","Diesel",4810,"17645.50","Owner_481","REG481","2025-12-14","2026-01-13",3,5,False,False,False,False
482,"Make_482","Model_482",2007,"Black","V2 Engine","Automatic","Electric",4820,"17651.00","Owner_482","REG482","2025-12-15","2026-01-14",4,6,True,False,False,False
483,"Make_483","Model_483",2008,"White","V3 Engine","Manual","Petrol",4830,"17656.50","Owner_483","REG483","2025-12-16","2026-01-15",2,4,False,True,False,False
484,"Make_484","Model_484",2009,"Silver","V4 Engine","Automatic","Diesel",4840,"17662.00","Owner_484","REG484","2025-12-17","2026-01-16",3,5,True,False,True,False
485,"Make_485","Model_485",2010,"Red","V5 Engine","Manual","Electric",4850,"17667.50","Owner_485","REG485","2025-12-18","2026-01-17",4,6,False,False,False,True
486,"Make_486","Model_486",2011,"Blue","V6 Engine","Automatic","Petrol",4860,"17673.00","Owner_486","REG486","2025-12-19","2026-01-18",2,4,True,True,False,False
487,"Make_487","Model_487",2012,"Black","V7 Engine","Manual","Diesel",4870,"17678.50","Owner_487","REG487","2025-12-20","2026-01-19",3,5,False,False,False,False
488,"Make_488","Model_488",2013,"White","V0 Engine","Automatic","Electric",4880,"17684.00","Owner_488","REG488","2025-12-21","2026-01-20",4,6,True,False,True,False
489,"Make_489","Model_489",2014,"Silver","V1 Engine","Manual","Petrol",4890,"17689.50","Owner_489","REG489","2025-12-22","2026-01-21",2,4,False,True,False,False
490,"Make_490","Model_490",2015,"Red","V2 Engine","Automatic","Diesel",4900,"17695.00","Owner_490","REG490","2025-12-23","2026-01-22",3,5,True,False,False,True
491,"Make_491","Model_491",2016,"Blue","V3 Engine","Manual","Electric",4910,"17700.50","Owner_491","REG491","2025-12-24","2026-01-23",4,6,False,False,False,False
492,"Make_492","Model_492",2017,"Black","V4 Engine","Automatic","Petrol",4920,"17706.00","Owner_492","REG492","2025-12-25","2026-01-24",2,4,True,True,True,False
493,"Make_493","Model_493",2018,"White","V5 Engine","Manual","Diesel",4930,"17711.50","Owner_493","REG493","2025-12-26","2026-01-25",3,5,False,False,False,False
494,"Make_494","Model_494",2019,"Silver","V6 Engine","Automatic","Electric",4940,"17717.00","Owner_494","REG494","2025-12-27","2026-01-26",4,6,True,False,False,False
495,"Make_495","Model_495",2020,"Red","V7 Engine","Manual","Petrol",4950,"17722.50","Owner_495","REG495","2025-12-28","2026-01-27",2,4,False,True,False,True
496,"Make_496","Model_496",2021,"Blue","V0 Engine","Automatic","Diesel",4960,"17728.00","Owner_496","REG496","2025-12-29","2026-01-28",3,5,True,False,True,False
497,"Make_497","Model_497",2022,"Black","V1 Engine","Manual","Electric",4970,"17733.50","Owner_497","REG497","2025-12-30","2026-01-29",4,6,False,False,False,False
498,"Make_498","Model_498",2023,"White","V2 Engine","Automatic","Petrol",4980,"17739.00","Owner_498","REG498","2025-12-31","2026-01-30",2,4,True,True,False,False
499,"Make_499","Model_499",2024,"Silver","V3 Engine","Manual","Diesel",4990,"17744.50","Owner_499","REG499","2026-01-01","2026-01-31",3,5,False,False,False,False
500,"Make_500","Model_500",2000,"Red","V4 Engine","Automatic","Electric",5000,"17750.00","Owner_500","REG500","2026-01-02","2026-02-01",4,6,True,False,True,True
501,"Make_501","Model_501",2001,"Blue","V5 Engine","Manual","Petrol",5010,"17755.50","Owner_501","REG501","2026-01-03","2026-02-02",2,4,False,True,False,False
502,"Make_502","Model_502",2002,"Black","V6 Engine","Automatic","Diesel",5020,"17761.00","Owner_502","REG502","2026-01-04","2026-02-03",3,5,True,False,False,False
503,"Make_503","Model_503",2003,"White","V7 Engine","Manual","Electric",5030,"17766.50","Owner_503","REG503","2026-01-05","2026-02-04",4,6,False,False,False,False
504,"Make_504","Model_504",2004,"Silver","V0 Engine","Automatic","Petrol",5040,"17772.00","Owner_504","REG504","2026-01-06","2026-02-05",2,4,True,True,True,False
505,"Make_505","Model_505",2005,"Red","V1 Engine","Manual","Diesel",5050,"17777.50","Owner_505","REG505","2026-01-07","2026-02-06",3,5,False,False,False,True
506,"Make_506","Model_506",2006,"Blue","V2 Engine","Automatic","Electric",5060,"17783.00","Owner_506","REG506","2026-01-08","2026-02-07",4,6,True,False,False,False
507,"Make_507","Model_507",2007,"Black","V3 Engine","Manual","Petrol",5070,"17788.50","Owner_507","REG507","2026-01-09","2026-02-08",2,4,False,True,False,False
508,"Make_508","Model_508",2008,"White","V4 Engine","Automatic","Diesel",5080,"17794.00","Owner_508","REG508","2026-01-10","2026-02-09",3,5,True,False,True,False
509,"Make_509","Model_509",2009,"Silver","V5 Engine","Manual","Electric",5090,"17799.50","Owner_509","REG509","2026-01-11","2026-02-10",4,6,False,False,False,False
510,"Make_510","Model_510",2010,"Red","V6 Engine","Automatic","Petrol",5100,"17805.00","Owner_510","REG510","2026-01-12","2026-02-11",2,4,True,True,False,True
511,"Make_511","Model_511",2011,"Blue","V7 Engine","Manual","Diesel",5110,"17810.50","Owner_511","REG511","2026-01-13","2026-02-12",3,5,False,False,False,False
512,"Make_512","Model_512",2012,"Black","V0 Engine","Automatic","Electric",5120,"17816.00","Owner_512","REG512","2026-01-14","2026-02-13",4,6,True,False,True,False
513,"Make_513","Model_513",2013,"White","V1 Engine","Manual","Petrol",5130,"17821.50","Owner_513","REG513","2026-01-15","2026-02-14",2,4,False,True,False,False
514,"Make_514","Model_514",2014,"Silver","V2 Engine","Automatic","Diesel",5140,"17827.00","Owner_514","REG514","2026-01-16","2026-02-15",3,5,True,False,False,False
515,"Make_515","Model_515",2015,"Red","V3 Engine","Manual","Electric",5150,"17832.50","Owner_515","REG515","2026-01-17","2026-02-16",4,6,False,False,False,True
516,"Make_516","Model_516",2016,"Blue","V4 Engine","Automatic","Petrol",5160,"17838.00","Owner_516","REG516","2026-01-18","2026-02-17",2,4,True,True,True,False
517,"Make_517","Model_517",2017,"Black","V5 Engine","Manual","Diesel",5170,"17843.50","Owner_517","REG517","2026-01-19","2026-02-18",3,5,False,False,False,False
518,"Make_518","Model_518",2018,"White","V6 Engine","Automatic","Electric",5180,"17849.00","Owner_518","REG518","2026-01-20","2026-02-19",4,6,True,False,False,False
519,"Make_519","Model_519",2019,"Silver","V7 Engine","Manual","Petrol",5190,"17854.50","Owner_519","REG519","2026-01-21","2026-02-20",2,4,False,True,False,False
520,"Make_520","Model_520",2020,"Red","V0 Engine","Automatic","Diesel",5200,"17860.00","Owner_520","REG520","2026-01-22","2026-02-21",3,5,True,False,True,True
521,"Make_521","Model_521",2021,"Blue","V1 Engine","Manual","Electric",5210,"17865.50","Owner_521","REG521","2026-01-23","2026-02-22",4,6,False,False,False,False
522,"Make_522","Model_522",2022,"Black","V2 Engine","Automatic","Petrol",5220,"17871.00","Owner_522","REG522","2026-01-24","2026-02-23",2,4,True,True,False,False
523,"Make_523","Model_523",2023,"White","V3 Engine","Manual","Diesel",5230,"17876.50","Owner_523","REG523","2026-01-25","2026-02-24",3,5,False,False,False,False
524,"Make_524","Model_524",2024,"Silver","V4 Engine","Automatic","Electric",5240,"17882.00","Owner_524","REG524","2026-01-26","2026-02-25",4,6,True,False,True,False
525,"Make_525","Model_525",2000,"Red","V5 Engine","Manual","Petrol",5250,"17887.50","Owner_525","REG525","2026-01-27","2026-02-26",2,4,False,True,False,True
526,"Make_526","Model_526",2001,"Blue","V6 Engine","Automatic","Diesel",5260,"17893.00","Owner_526","REG526","2026-01-28","2026-02-27",3,5,True,False,False,False
527,"Make_527","Model_527",2002,"Black","V7 Engine","Manual","Electric",5270,"17898.50","Owner_527","REG527","2026-01-29","2026-02-28",4,6,False,False,False,False
528,"Make_528","Model_528",2003,"White","V0 Engine","Automatic","Petrol",5280,"17904.00","Owner_528","REG528","2026-01-30","2026-03-01",2,4,True,True,True,False
529,"Make_529","Model_529",2004,"Silver","V1 Engine","Manual","Diesel",5290,"17909.50","Owner_529","REG529","2026-01-31","2026-03-02",3,5,False,False,False,False
530,"Make_530","Model_530",2005,"Red","V2 Engine","Automatic","Electric",5300,"17915.00","Owner_530","REG530","2026-02-01","2026-03-03",4,6,True,False,False,True
531,"Make_531","Model_531",2006,"Blue","V3 Engine","Manual","Petrol",5310,"17920.50","Owner_531","REG531","2026-02-02","2026-03-04",2,4,False,True,False,False
532,"Make_532","Model_532",2007,"Black","V4 Engine","Automatic","Diesel",5320,"17926.00","Owner_532","REG532","2026-02-03","2026-03-05",3,5,True,False,True,False
533,"Make_533","Model_533",2008,"White","V5 Engine","Manual","Electric",5330,"17931.50","Owner_533","REG533","2026-02-04","2026-03-06",4,6,False,False,False,False
534,"Make_534","Model_534",2009,"Silver","V6 Engine","Automatic","Petrol",5340,"17937.00","Owner_534","REG534","2026-02-05","2026-03-07",2,4,True,True,False,False
